PARENT1,MSTATUS,SEX,EDUCATION,JOB,CAR_USE,CAR_TYPE,RED_CAR,REVOKED,URBANICITY,TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,TRAVTIME,TIF,CLM_FREQ,MVR_PTS,CAR_AGE,INCOME,HOME_VAL,BLUEBOOK,OLDCLAIM
Yes,z_No,z_F,Bachelors,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,46.0,1,13.0,18,1,1,6,6.0,62886.0,202178.0,22260.0,5290.0
No,Yes,M,z_High School,Clerical,Commercial,Van,yes,No,z_Highly Rural/ Rural,0,1,40.0,3,14.0,23,4,0,0,1.0,33150.0,146180.0,20990.0,0.0
Yes,z_No,M,z_High School,Clerical,Private,Minivan,no,No,Highly Urban/ Urban,1,1,45.0,1,10.0,48,4,0,3,8.0,36365.0,0.0,20010.0,0.0
Yes,z_No,M,z_High School,Clerical,Private,Minivan,yes,No,z_Highly Rural/ Rural,1,2,36.0,2,10.0,34,6,1,3,1.0,35990.0,0.0,13840.0,10310.0
No,Yes,M,Masters,Manager,Commercial,Van,yes,No,Highly Urban/ Urban,0,0,50.0,0,12.0,55,11,2,0,21.0,102191.0,308402.0,19380.0,8730.0
No,Yes,z_F,<High School,Clerical,Private,Minivan,no,No,Highly Urban/ Urban,0,1,44.0,1,12.0,28,11,0,0,5.0,19237.0,129516.0,22500.0,0.0
Yes,z_No,z_F,Bachelors,z_Blue Collar,Commercial,z_SUV,no,No,Highly Urban/ Urban,1,0,35.0,2,10.0,40,9,2,3,15.0,99325.0,253542.0,20870.0,1994.0
No,Yes,M,Masters,Lawyer,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,47.0,0,11.0,44,4,0,2,17.0,183410.0,407959.0,1500.0,0.0
No,Yes,M,Bachelors,z_Blue Collar,Commercial,Minivan,yes,No,z_Highly Rural/ Rural,0,0,59.0,3,18.0,34,1,0,1,12.0,69483.0,255868.0,14350.0,0.0
No,Yes,z_F,Masters,Lawyer,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,37.0,1,11.0,46,4,1,0,17.0,55341.0,180901.0,19220.0,12204.0
No,Yes,z_F,Masters,Lawyer,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,41.0,0,10.0,31,10,0,3,21.0,130607.0,319354.0,5600.0,0.0
No,Yes,z_F,PhD,Doctor,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,43.0,0,4.0,31,6,0,0,16.0,135157.0,358420.0,20470.0,0.0
Yes,z_No,M,Bachelors,Professional,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,30.0,2,11.0,38,6,3,5,11.0,132463.0,362176.0,14820.0,5007.0
No,Yes,M,Bachelors,Clerical,Private,Minivan,yes,Yes,Highly Urban/ Urban,0,0,40.0,2,12.0,25,1,2,5,13.0,71237.0,203433.0,12620.0,30001.0
No,Yes,M,z_High School,Clerical,Commercial,Van,no,No,z_Highly Rural/ Rural,0,0,51.0,0,16.0,51,6,0,1,1.0,36431.0,170380.0,18050.0,0.0
No,z_No,z_F,z_High School,Student,Commercial,z_SUV,no,No,z_Highly Rural/ Rural,0,0,40.0,0,0.0,48,10,0,0,10.0,0.0,0.0,8690.0,0.0
No,Yes,M,z_High School,z_Blue Collar,Commercial,Pickup,yes,No,Highly Urban/ Urban,1,0,33.0,2,14.0,26,1,0,1,1.0,58973.0,197613.0,10580.0,0.0
Yes,z_No,M,Masters,Manager,Commercial,Panel Truck,yes,No,Highly Urban/ Urban,0,3,37.0,3,10.0,14,4,1,1,17.0,107765.0,309216.0,24440.0,5818.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,No,Highly Urban/ Urban,1,0,35.0,2,13.0,50,1,0,6,1.0,8746.0,127941.0,5370.0,0.0
No,Yes,z_F,Bachelors,z_Blue Collar,Commercial,z_SUV,no,No,z_Highly Rural/ Rural,0,0,26.0,0,9.0,37,10,0,0,1.0,53982.0,152641.0,18980.0,0.0
No,Yes,z_F,z_High School,Student,Private,z_SUV,no,Yes,Highly Urban/ Urban,0,1,42.0,4,15.0,37,11,0,0,1.0,9950.0,0.0,6690.0,0.0
No,z_No,z_F,<High School,z_Blue Collar,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,35.0,0,8.0,26,4,0,3,1.0,32994.0,142226.0,13120.0,0.0
No,Yes,z_F,Bachelors,Manager,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,55.0,0,11.0,27,10,0,0,11.0,44427.0,214963.0,15890.0,0.0
No,z_No,z_F,Bachelors,Home Maker,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,49.0,0,0.0,52,3,0,5,9.0,0.0,0.0,6400.0,0.0
No,Yes,z_F,z_High School,Student,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,37.0,1,9.0,43,1,0,0,8.0,6478.0,114124.0,5300.0,0.0
No,Yes,M,Bachelors,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,47.0,0,8.0,22,9,0,0,1.0,76134.0,218823.0,37580.0,0.0
Yes,z_No,M,Bachelors,z_Blue Collar,Commercial,Van,no,No,Highly Urban/ Urban,0,0,36.0,1,4.0,36,20,1,2,6.0,75587.0,0.0,22520.0,3753.0
No,z_No,M,Masters,Lawyer,Private,Minivan,yes,Yes,Highly Urban/ Urban,0,0,48.0,0,11.0,34,10,0,2,11.0,136008.0,0.0,30280.0,0.0
Yes,z_No,M,<High School,Clerical,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,31.0,3,12.0,24,10,2,2,5.0,14064.0,0.0,12470.0,9237.0
No,Yes,z_F,Masters,Lawyer,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,40.0,0,11.0,28,1,0,0,14.0,83999.0,224899.0,24530.0,0.0
Yes,z_No,M,Bachelors,Clerical,Private,Minivan,no,Yes,Highly Urban/ Urban,1,0,40.0,1,13.0,45,4,1,0,10.0,37958.0,0.0,13890.0,15849.0
No,Yes,z_F,Bachelors,Manager,Private,z_SUV,no,Yes,Highly Urban/ Urban,0,0,37.0,0,11.0,25,12,0,0,14.0,90295.0,240194.0,14890.0,0.0
No,Yes,M,Masters,Lawyer,Private,Minivan,no,No,Highly Urban/ Urban,0,0,51.0,0,14.0,56,1,1,4,15.0,121900.0,392573.0,14740.0,5519.0
Yes,z_No,M,Masters,Lawyer,Private,Minivan,yes,No,Highly Urban/ Urban,0,1,35.0,2,5.0,32,11,0,1,21.0,71424.0,224831.0,18390.0,0.0
No,Yes,M,Masters,Manager,Private,Minivan,no,No,Highly Urban/ Urban,0,0,38.0,0,12.0,39,7,0,3,10.0,97821.0,268333.0,15080.0,0.0
No,z_No,M,<High School,z_Blue Collar,Commercial,Van,yes,No,z_Highly Rural/ Rural,0,0,48.0,0,15.0,39,1,0,0,8.0,24503.0,141398.0,20350.0,0.0
No,z_No,M,<High School,z_Blue Collar,Private,Minivan,no,Yes,Highly Urban/ Urban,1,0,41.0,0,9.0,50,1,3,1,1.0,18939.0,0.0,5600.0,41669.0
No,z_No,M,Bachelors,Professional,Private,Pickup,yes,Yes,Highly Urban/ Urban,0,0,44.0,0,13.0,38,7,0,1,17.0,102872.0,345288.0,5960.0,0.0
Yes,z_No,z_F,z_High School,Home Maker,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,32.0,2,0.0,28,1,2,1,8.0,0.0,0.0,10120.0,3928.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,Yes,Highly Urban/ Urban,1,0,48.0,0,12.0,29,1,0,0,12.0,30377.0,137865.0,6300.0,0.0
No,Yes,M,<High School,Student,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,36.0,3,15.0,5,1,2,7,1.0,7585.0,75925.0,15500.0,6826.0
No,Yes,z_F,Bachelors,Clerical,Private,Sports Car,no,No,z_Highly Rural/ Rural,0,1,41.0,2,15.0,74,4,0,0,11.0,44224.0,158126.0,11710.0,0.0
No,z_No,M,Bachelors,Professional,Commercial,Panel Truck,no,No,Highly Urban/ Urban,0,0,43.0,0,7.0,5,1,0,0,13.0,83550.0,0.0,24950.0,0.0
No,z_No,M,<High School,Student,Private,Minivan,no,No,z_Highly Rural/ Rural,0,0,49.0,0,6.0,42,6,0,0,6.0,8252.0,98860.0,6400.0,0.0
Yes,z_No,z_F,Bachelors,Manager,Private,Sports Car,no,No,Highly Urban/ Urban,1,0,30.0,2,12.0,43,7,0,0,13.0,106722.0,0.0,26520.0,0.0
No,Yes,z_F,z_High School,Clerical,Private,Pickup,no,No,Highly Urban/ Urban,1,2,43.0,3,14.0,43,17,0,0,7.0,12284.0,100519.0,26710.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,Minivan,no,No,Highly Urban/ Urban,0,0,52.0,0,13.0,55,1,2,0,1.0,92182.0,286479.0,20160.0,7888.0
No,Yes,M,z_High School,z_Blue Collar,Private,Pickup,no,No,Highly Urban/ Urban,0,0,35.0,2,10.0,54,10,0,0,7.0,49299.0,162024.0,9210.0,0.0
Yes,z_No,z_F,z_High School,z_Blue Collar,Commercial,Sports Car,no,No,Highly Urban/ Urban,1,2,42.0,2,8.0,37,6,2,2,1.0,57379.0,0.0,9420.0,5858.0
No,Yes,z_F,Masters,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,46.0,0,5.0,5,6,0,0,10.0,40264.0,116913.0,17940.0,0.0
Yes,z_No,M,z_High School,Clerical,Private,Pickup,yes,No,Highly Urban/ Urban,1,0,23.0,3,10.0,53,3,0,5,1.0,27239.0,0.0,6520.0,0.0
No,Yes,z_F,<High School,Student,Private,Sports Car,no,No,z_Highly Rural/ Rural,0,0,37.0,2,9.0,42,1,0,4,5.0,591.0,0.0,11370.0,0.0
Yes,z_No,M,Bachelors,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,45.0,2,6.0,19,7,0,0,8.0,131148.0,0.0,28400.0,0.0
No,Yes,z_F,PhD,Home Maker,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,65.0,0,0.0,43,6,0,0,13.0,0.0,110627.0,16830.0,0.0
Yes,z_No,M,PhD,Manager,Commercial,Panel Truck,yes,No,Highly Urban/ Urban,0,0,45.0,3,14.0,11,1,0,0,20.0,227092.0,544976.0,31370.0,0.0
No,Yes,M,Masters,Professional,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,45.0,2,13.0,31,6,0,0,16.0,103093.0,323805.0,14830.0,0.0
No,Yes,M,Masters,Lawyer,Private,Van,yes,No,Highly Urban/ Urban,0,0,45.0,0,9.0,30,4,0,0,12.0,107537.0,295463.0,16820.0,0.0
No,Yes,M,Masters,Manager,Commercial,Panel Truck,no,No,Highly Urban/ Urban,0,0,55.0,0,12.0,60,4,0,0,16.0,87793.0,285139.0,38340.0,0.0
No,Yes,z_F,z_High School,Clerical,Private,z_SUV,no,No,Highly Urban/ Urban,1,1,42.0,3,13.0,26,15,2,0,6.0,42891.0,197173.0,22150.0,3790.0
No,Yes,z_F,Masters,Lawyer,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,43.0,0,12.0,42,1,0,0,14.0,66101.0,247991.0,12410.0,0.0
No,Yes,M,Masters,Manager,Private,Pickup,yes,No,Highly Urban/ Urban,0,0,54.0,0,16.0,51,10,0,0,9.0,19394.0,158811.0,11550.0,0.0
No,Yes,z_F,Bachelors,Professional,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,49.0,0,16.0,5,4,0,3,11.0,70497.0,198019.0,6400.0,0.0
No,Yes,M,z_High School,Clerical,Private,Van,no,No,z_Highly Rural/ Rural,1,0,26.0,3,11.0,40,1,3,0,9.0,28726.0,119210.0,17370.0,7081.0
No,z_No,M,z_High School,Manager,Private,Minivan,yes,No,Highly Urban/ Urban,1,0,30.0,0,11.0,24,1,0,0,1.0,112687.0,292964.0,12770.0,0.0
No,Yes,M,Bachelors,z_Blue Collar,Commercial,Sports Car,yes,No,z_Highly Rural/ Rural,0,0,59.0,0,13.0,52,4,0,0,1.0,83937.0,243854.0,28250.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,No,z_Highly Rural/ Rural,0,0,33.0,2,14.0,28,4,0,0,1.0,54109.0,198173.0,8700.0,0.0
No,Yes,z_F,Bachelors,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,45.0,2,16.0,23,1,0,0,14.0,63479.0,218781.0,24510.0,0.0
No,Yes,M,<High School,z_Blue Collar,Commercial,Van,no,No,z_Highly Rural/ Rural,0,0,45.0,3,16.0,32,6,0,1,2.0,32959.0,124867.0,18400.0,0.0
No,z_No,z_F,Bachelors,z_Blue Collar,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,39.0,0,10.0,21,10,0,0,12.0,106944.0,0.0,19960.0,0.0
No,Yes,z_F,Masters,Lawyer,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,44.0,0,6.0,10,11,2,3,17.0,84736.0,222348.0,7930.0,2772.0
No,z_No,z_F,z_High School,z_Blue Collar,Commercial,Sports Car,no,Yes,Highly Urban/ Urban,1,0,56.0,0,14.0,51,11,4,1,4.0,63535.0,0.0,13450.0,30094.0
No,Yes,M,Bachelors,Manager,Private,Minivan,no,No,Highly Urban/ Urban,0,0,50.0,0,7.0,30,10,0,0,6.0,62069.0,227214.0,12710.0,0.0
No,Yes,z_F,Bachelors,Student,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,31.0,1,10.0,47,4,0,0,8.0,26119.0,0.0,7210.0,0.0
No,Yes,M,Masters,Manager,Private,Van,yes,No,Highly Urban/ Urban,0,0,57.0,0,7.0,16,11,0,0,14.0,93870.0,302628.0,16870.0,0.0
No,z_No,z_F,Masters,Lawyer,Private,Minivan,no,No,Highly Urban/ Urban,0,0,51.0,0,11.0,31,6,0,1,10.0,54920.0,0.0,33400.0,0.0
No,Yes,M,Bachelors,Professional,Private,Pickup,yes,No,Highly Urban/ Urban,0,0,49.0,0,13.0,17,4,2,0,11.0,66196.0,229425.0,8550.0,28274.0
No,Yes,M,z_High School,Professional,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,47.0,0,11.0,66,4,2,2,12.0,77501.0,223491.0,21030.0,8657.0
Yes,z_No,z_F,Bachelors,Manager,Private,Minivan,no,No,Highly Urban/ Urban,0,0,38.0,2,15.0,23,13,0,0,12.0,136334.0,340085.0,21130.0,0.0
No,z_No,z_F,z_High School,Manager,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,70.0,0,14.0,18,10,1,3,6.0,12280.0,0.0,27040.0,2080.0
No,Yes,z_F,Masters,Lawyer,Private,Minivan,no,No,Highly Urban/ Urban,0,0,53.0,0,12.0,18,1,0,0,16.0,176037.0,496550.0,41180.0,0.0
No,z_No,z_F,Masters,Lawyer,Private,Sports Car,no,No,z_Highly Rural/ Rural,1,0,58.0,0,13.0,49,1,0,0,17.0,103555.0,322978.0,30580.0,0.0
No,Yes,M,<High School,Student,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,32.0,5,0.0,24,4,0,0,8.0,0.0,0.0,4700.0,0.0
Yes,z_No,z_F,PhD,Lawyer,Private,Pickup,no,No,Highly Urban/ Urban,0,0,37.0,1,9.0,40,9,0,5,22.0,67175.0,0.0,23340.0,0.0
No,z_No,z_F,z_High School,Clerical,Private,Sports Car,no,Yes,Highly Urban/ Urban,1,0,48.0,0,9.0,24,4,0,1,1.0,40408.0,0.0,5540.0,0.0
No,Yes,z_F,Masters,Lawyer,Private,z_SUV,no,Yes,Highly Urban/ Urban,0,0,37.0,0,11.0,25,4,0,3,13.0,24447.0,143909.0,19720.0,0.0
No,Yes,z_F,PhD,Manager,Private,Sports Car,no,Yes,Highly Urban/ Urban,0,0,44.0,1,16.0,40,6,1,3,18.0,35794.0,87721.0,13050.0,45337.0
No,Yes,z_F,PhD,Manager,Commercial,Panel Truck,no,No,Highly Urban/ Urban,0,0,47.0,0,12.0,23,1,0,2,16.0,143716.0,379399.0,38120.0,0.0
No,Yes,z_F,Bachelors,Professional,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,45.0,2,13.0,24,10,0,2,10.0,72727.0,246002.0,13210.0,0.0
No,Yes,z_F,<High School,Clerical,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,47.0,0,11.0,22,17,2,0,1.0,63239.0,227786.0,7820.0,8752.0
Yes,z_No,M,Masters,Lawyer,Private,Van,no,No,Highly Urban/ Urban,0,0,39.0,2,13.0,26,1,3,4,9.0,26840.0,143884.0,21950.0,5477.0
No,Yes,M,Masters,Professional,Private,Minivan,yes,Yes,Highly Urban/ Urban,0,0,40.0,0,11.0,49,10,0,0,11.0,87967.0,260892.0,14300.0,0.0
No,Yes,M,Bachelors,Professional,Private,Van,yes,No,Highly Urban/ Urban,0,0,58.0,0,13.0,88,4,0,0,1.0,86647.0,310620.0,22420.0,0.0
No,z_No,M,<High School,z_Blue Collar,Commercial,Pickup,yes,No,Highly Urban/ Urban,1,0,47.0,0,5.0,36,1,4,2,4.0,68602.0,0.0,6200.0,9136.0
Yes,z_No,z_F,Bachelors,Student,Commercial,z_SUV,no,No,Highly Urban/ Urban,0,0,29.0,3,8.0,11,1,3,1,6.0,62116.0,0.0,1500.0,3165.0
No,z_No,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,No,Highly Urban/ Urban,0,0,50.0,0,11.0,71,1,0,0,1.0,72930.0,275761.0,13790.0,0.0
No,z_No,M,Bachelors,Student,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,46.0,0,3.0,45,10,0,0,11.0,16717.0,0.0,15520.0,0.0
No,z_No,M,Bachelors,Student,Commercial,Pickup,yes,Yes,z_Highly Rural/ Rural,0,0,41.0,0,0.0,18,1,2,1,1.0,0.0,0.0,6610.0,3825.0
No,Yes,M,Masters,Lawyer,Private,Minivan,no,No,Highly Urban/ Urban,0,0,49.0,0,11.0,48,6,0,0,16.0,99292.0,316705.0,10190.0,0.0
No,z_No,M,PhD,Doctor,Private,Van,no,No,Highly Urban/ Urban,0,0,53.0,0,13.0,27,1,0,0,6.0,173218.0,492219.0,18820.0,0.0
No,Yes,z_F,Bachelors,Clerical,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,46.0,0,14.0,45,6,0,5,13.0,54340.0,218964.0,20320.0,0.0
Yes,z_No,z_F,Bachelors,Manager,Private,z_SUV,no,No,Highly Urban/ Urban,0,1,42.0,1,13.0,37,6,1,2,9.0,49120.0,197752.0,5700.0,1775.0
No,Yes,z_F,z_High School,Clerical,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,38.0,2,12.0,22,1,0,3,1.0,26074.0,167980.0,10500.0,0.0
No,Yes,M,Bachelors,Student,Commercial,Minivan,yes,No,z_Highly Rural/ Rural,0,0,53.0,0,13.0,39,1,0,0,1.0,17424.0,0.0,15200.0,0.0
Yes,z_No,z_F,Masters,Lawyer,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,40.0,3,16.0,9,1,0,3,16.0,52475.0,0.0,10750.0,0.0
No,Yes,M,Masters,Lawyer,Private,z_SUV,yes,No,Highly Urban/ Urban,1,0,62.0,0,16.0,41,1,0,0,15.0,103109.0,344523.0,11810.0,0.0
No,z_No,z_F,Bachelors,Manager,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,47.0,0,11.0,19,14,2,4,7.0,92214.0,266417.0,19200.0,5184.0
No,Yes,z_F,z_High School,Student,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,45.0,0,0.0,35,1,3,6,9.0,0.0,0.0,14500.0,9063.0
No,z_No,z_F,z_High School,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,39.0,0,6.0,32,4,0,0,9.0,98997.0,0.0,24510.0,0.0
No,Yes,z_F,z_High School,Clerical,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,35.0,2,14.0,23,7,0,1,8.0,27446.0,129102.0,13410.0,0.0
No,z_No,z_F,<High School,Clerical,Commercial,Pickup,no,No,z_Highly Rural/ Rural,0,0,45.0,0,12.0,21,4,0,1,1.0,37846.0,162455.0,20150.0,0.0
No,Yes,z_F,Masters,Lawyer,Private,Sports Car,no,No,Highly Urban/ Urban,0,0,49.0,0,10.0,29,4,0,1,14.0,75580.0,222553.0,17220.0,0.0
No,Yes,z_F,z_High School,Student,Commercial,Sports Car,no,No,Highly Urban/ Urban,1,0,35.0,1,12.0,13,10,0,4,7.0,8276.0,0.0,2330.0,0.0
No,z_No,M,Masters,Professional,Commercial,Pickup,no,No,Highly Urban/ Urban,0,0,50.0,0,11.0,31,1,2,3,16.0,104831.0,0.0,6500.0,6657.0
No,Yes,z_F,Bachelors,Home Maker,Private,Sports Car,no,No,z_Highly Rural/ Rural,0,0,56.0,0,0.0,39,6,0,1,13.0,0.0,134398.0,13130.0,0.0
No,z_No,z_F,Bachelors,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,41.0,0,12.0,21,4,0,0,8.0,95076.0,0.0,28710.0,0.0
No,Yes,z_F,z_High School,z_Blue Collar,Commercial,z_SUV,no,No,Highly Urban/ Urban,0,0,42.0,0,12.0,44,4,2,0,4.0,109098.0,268393.0,1500.0,1015.0
No,z_No,z_F,z_High School,z_Blue Collar,Private,Minivan,no,No,Highly Urban/ Urban,0,0,48.0,0,11.0,33,6,2,2,1.0,105299.0,276038.0,28610.0,6936.0
No,Yes,M,Bachelors,Professional,Commercial,Panel Truck,no,No,z_Highly Rural/ Rural,0,0,27.0,4,13.0,71,1,0,3,6.0,166855.0,436711.0,23060.0,0.0
No,z_No,M,z_High School,Student,Commercial,Minivan,yes,No,z_Highly Rural/ Rural,0,0,21.0,0,0.0,55,10,3,7,1.0,0.0,51893.0,3600.0,3231.0
No,Yes,z_F,z_High School,Home Maker,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,2,41.0,3,0.0,27,1,0,0,1.0,0.0,56089.0,16840.0,0.0
No,z_No,z_F,PhD,Home Maker,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,49.0,0,0.0,46,9,4,2,19.0,0.0,0.0,17520.0,7665.0
Yes,z_No,z_F,z_High School,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,25.0,3,12.0,5,6,0,0,12.0,78062.0,0.0,20640.0,0.0
No,z_No,M,z_High School,Clerical,Commercial,Pickup,no,No,z_Highly Rural/ Rural,0,0,42.0,0,8.0,36,1,0,2,1.0,61322.0,228496.0,11830.0,0.0
No,z_No,M,Masters,Lawyer,Private,Van,no,Yes,Highly Urban/ Urban,0,0,42.0,0,11.0,40,6,0,0,17.0,97054.0,282590.0,19580.0,0.0
No,Yes,z_F,Masters,Lawyer,Private,Sports Car,no,No,Highly Urban/ Urban,0,0,42.0,0,11.0,23,1,0,1,12.0,63180.0,243719.0,12030.0,0.0
No,Yes,M,z_High School,Clerical,Private,Minivan,no,No,Highly Urban/ Urban,0,0,41.0,2,9.0,40,7,1,3,11.0,37523.0,166138.0,12260.0,3134.0
No,Yes,z_F,Bachelors,Clerical,Private,z_SUV,no,No,Highly Urban/ Urban,0,0,37.0,2,8.0,5,11,2,0,6.0,73897.0,244387.0,16390.0,34941.0
No,Yes,M,z_High School,Student,Private,Pickup,no,No,Highly Urban/ Urban,1,0,30.0,1,0.0,21,1,1,0,7.0,0.0,0.0,4500.0,754.0
No,Yes,M,PhD,Manager,Private,Minivan,no,Yes,Highly Urban/ Urban,0,0,52.0,0,14.0,28,1,0,1,13.0,135116.0,335050.0,17530.0,0.0
No,Yes,M,z_High School,z_Blue Collar,Commercial,Van,no,No,Highly Urban/ Urban,0,0,50.0,0,13.0,48,3,3,4,1.0,36605.0,184411.0,18050.0,46625.0
No,Yes,z_F,<High School,Student,Commercial,Sports Car,no,Yes,Highly Urban/ Urban,0,0,27.0,1,0.0,39,4,3,7,4.0,0.0,0.0,11330.0,35165.0
No,z_No,M,Bachelors,Manager,Commercial,Panel Truck,yes,No,Highly Urban/ Urban,0,0,36.0,0,11.0,46,6,2,3,8.0,121391.0,310275.0,36420.0,2602.0
No,Yes,z_F,<High School,Student,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,46.0,0,0.0,57,10,0,0,6.0,0.0,0.0,25940.0,0.0
No,Yes,z_F,<High School,z_Blue Collar,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,36.0,0,11.0,33,10,0,0,1.0,30071.0,152771.0,17970.0,0.0
Yes,z_No,M,Bachelors,Professional,Private,Van,yes,No,Highly Urban/ Urban,1,0,42.0,2,11.0,13,3,0,2,10.0,68171.0,0.0,18130.0,0.0
No,Yes,M,z_High School,Student,Private,Sports Car,yes,Yes,Highly Urban/ Urban,1,0,64.0,0,0.0,60,6,2,9,8.0,0.0,0.0,7900.0,23432.0
No,Yes,z_F,Bachelors,Home Maker,Private,Sports Car,no,No,Highly Urban/ Urban,1,0,35.0,2,0.0,21,6,1,0,13.0,0.0,59496.0,5000.0,4477.0
No,Yes,M,Masters,Manager,Private,Minivan,yes,Yes,Highly Urban/ Urban,0,0,47.0,0,13.0,25,10,0,0,18.0,78119.0,226596.0,14010.0,0.0
No,Yes,M,Masters,Lawyer,Private,Van,no,No,Highly Urban/ Urban,0,0,57.0,0,13.0,23,1,2,5,20.0,99985.0,298356.0,17200.0,6739.0
Yes,z_No,z_F,z_High School,Student,Commercial,Sports Car,no,Yes,Highly Urban/ Urban,1,0,29.0,3,0.0,12,1,3,5,6.0,0.0,0.0,6720.0,52445.0
No,Yes,M,Masters,Manager,Private,Minivan,yes,No,Highly Urban/ Urban,0,0,46.0,0,9.0,7,1,0,0,15.0,107006.0,342272.0,6100.0,0.0
No,Yes,M,z_High School,Manager,Private,Van,no,No,Highly Urban/ Urban,0,0,37.0,2,14.0,26,4,0,5,5.0,66376.0,214022.0,20570.0,0.0
Yes,z_No,z_F,<High School,Student,Private,Minivan,no,No,Highly Urban/ Urban,1,1,56.0,2,0.0,35,1,3,2,8.0,0.0,0.0,23630.0,10612.0
No,Yes,M,Masters,Lawyer,Private,Pickup,yes,No,z_Highly Rural/ Rural,0,0,61.0,0,14.0,66,7,0,0,11.0,52529.0,183779.0,12850.0,0.0
No,Yes,M,Bachelors,Professional,Private,Minivan,yes,No,Highly Urban/ Urban,0,2,39.0,2,13.0,50,10,2,4,1.0,92000.0,301965.0,7730.0,8091.0
No,Yes,M,z_High School,Manager,Private,Minivan,yes,Yes,Highly Urban/ Urban,0,1,42.0,1,7.0,39,1,2,7,9.0,130882.0,348968.0,14590.0,42820.0
Yes,z_No,M,z_High School,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,29.0,1,13.0,45,1,1,8,9.0,36708.0,0.0,16150.0,5618.0
No,z_No,z_F,Masters,Lawyer,Private,Sports Car,no,No,Highly Urban/ Urban,0,0,49.0,0,6.0,38,4,0,0,19.0,89547.0,0.0,10450.0,0.0
No,Yes,M,Masters,Professional,Private,Van,yes,No,Highly Urban/ Urban,0,0,45.0,0,13.0,26,4,0,1,14.0,79720.0,270342.0,20280.0,0.0
No,Yes,z_F,Masters,Professional,Private,Minivan,no,No,Highly Urban/ Urban,0,0,58.0,0,14.0,31,7,0,0,12.0,131658.0,390952.0,26780.0,0.0
No,Yes,z_F,Masters,Lawyer,Private,Sports Car,no,Yes,Highly Urban/ Urban,0,0,50.0,0,13.0,13,3,0,6,11.0,73668.0,212878.0,8870.0,0.0
No,Yes,z_F,<High School,Home Maker,Private,z_SUV,no,No,z_Highly Rural/ Rural,0,0,35.0,3,14.0,24,10,0,0,1.0,5628.0,64192.0,6820.0,0.0
No,Yes,z_F,z_High School,Professional,Private,z_SUV,no,No,Highly Urban/ Urban,1,0,39.0,1,11.0,38,6,2,4,1.0,32188.0,174247.0,8620.0,5399.0
